net,length_um
_06996_,12.14
_07085_,12.14
_08064_,12.14
_08084_,12.14
_08468_,12.14
result02[6],12.14
result03[2],12.14
result11[25],12.14
result12[16],12.14
result12[8],12.14
result13[7],12.14
result20[8],12.14
result21[13],12.14
result31[1],12.14
result33[12],12.14
net1243,12.14
_02408_,12.12
_02955_,12.12
_03395_,12.12
_03451_,12.12
_03744_,12.12
_04030_,12.12
_06509_,12.12
_06625_,12.12
net1087,12.12
_02548_,12.1
_03710_,12.1
_05338_,12.1
_05704_,12.1
_08040_,12.1
_08240_,12.1
buf_b.mem\[9\]\[7\],12.1
net814,12.1
_03488_,12.08
_03702_,12.08
_04693_,12.08
_04783_,12.08
_05716_,12.08
_07626_,12.08
_07966_,12.08
_08420_,12.08
_08493_,12.08
net948,12.08
_04489_,12.06
_05401_,12.06
_05750_,12.06
_06491_,12.06
_01571_,12.045
_01973_,12.04
_03087_,12.04
_04280_,12.04
_06150_,12.04
_07974_,12.04
net1234,12.04
net1236,12.04
_04058_,12.02
_04551_,12.02
_04581_,12.02
_05190_,12.02
_08005_,12.02
_08386_,12.02
_03884_,12
_04089_,12
_04196_,12
_04662_,12
_06118_,12
_06310_,12
_06428_,12
_07590_,12
_08418_,12
_02908_,11.98
_04136_,11.98
_04917_,11.98
_06136_,11.98
_07707_,11.98
_02455_,11.96
_04042_,11.96
_04546_,11.96
_06313_,11.96
_07350_,11.96
_02635_,11.94
_04946_,11.94
net661,11.94
_02628_,11.92
_02844_,11.92
_03351_,11.92
_03439_,11.92
_07363_,11.92
_08186_,11.92
_02863_,11.91
_04093_,11.9
_04312_,11.9
_04645_,11.9
_04668_,11.9
_05071_,11.89
_02772_,11.88
_03874_,11.88
_04145_,11.88
_04154_,11.88
_04889_,11.88
_05315_,11.88
_05886_,11.88
_06445_,11.88
_07589_,11.88
_07614_,11.88
_08245_,11.88
_08262_,11.88
_08414_,11.88
buf_a.mem\[15\]\[2\],11.88
net1050,11.88
_05604_,11.87
_00871_,11.86
_06489_,11.86
_07208_,11.86
_07325_,11.86
_03020_,11.84
_03250_,11.84
_03375_,11.84
_03658_,11.84
_04121_,11.84
_05456_,11.84
_06714_,11.84
_06963_,11.84
_07769_,11.84
_07946_,11.84
net1220,11.84
_00296_,11.82
_00569_,11.82
_07929_,11.82
buf_a.mem\[5\]\[1\],11.82
net1255,11.82
_02646_,11.8
_05862_,11.8
buf_a.mem\[5\]\[4\],11.8
_02525_,11.795
_05596_,11.78
_05998_,11.78
_07423_,11.78
net1135,11.78
_02937_,11.77
_03205_,11.76
_03808_,11.76
_04677_,11.76
_04857_,11.76
_05253_,11.76
_05642_,11.76
_08477_,11.76
_08499_,11.76
_08646_,11.76
net925,11.76
_01516_,11.745
_03145_,11.74
_04216_,11.74
_05295_,11.74
_06262_,11.74
_07245_,11.74
net1196,11.74
_02586_,11.72
_06951_,11.72
net757,11.72
_03417_,11.7
_05310_,11.7
_06921_,11.7
_07163_,11.7
_08004_,11.7
result32[19],11.7
_02464_,11.68
_03199_,11.68
_03293_,11.68
_03394_,11.68
_04802_,11.68
_04830_,11.68
_05106_,11.68
_05475_,11.68
_06590_,11.68
_06722_,11.68
_06901_,11.68
_08620_,11.68
buf_a.mem\[7\]\[2\],11.68
result01[4],11.68
result11[26],11.68
result20[0],11.68
result20[2],11.68
result22[10],11.68
s_axis_b_data[6],11.68
_03495_,11.66
_03622_,11.66
_04144_,11.66
_05469_,11.66
_06358_,11.66
_07210_,11.66
_07355_,11.66
_07699_,11.66
_07756_,11.66
_08193_,11.66
net944,11.66
net1047,11.66
_06720_,11.65
_02450_,11.64
_02770_,11.64
_03993_,11.64
_04433_,11.64
_06504_,11.64
_06977_,11.64
_07761_,11.64
_08584_,11.64
_08652_,11.64
_02797_,11.63
_06739_,11.63
_00553_,11.62
_02007_,11.62
_02862_,11.62
_03732_,11.62
_04192_,11.62
_04637_,11.62
_04860_,11.62
_06534_,11.62
_07104_,11.62
_07339_,11.62
_08404_,11.62
_08586_,11.62
net1277,11.62
_04091_,11.6
_06637_,11.6
_07963_,11.6
net1139,11.6
_02035_,11.58
_02299_,11.58
_02483_,11.58
_02785_,11.58
_03005_,11.58
_03169_,11.58
_04062_,11.58
_04493_,11.58
_06134_,11.58
buf_b.mem\[7\]\[1\],11.58
net974,11.58
net1060,11.58
_02446_,11.56
_02470_,11.56
_02658_,11.56
_02950_,11.56
_03011_,11.56
_03471_,11.56
_03553_,11.56
_04322_,11.56
_04368_,11.56
_04410_,11.56
_05474_,11.56
_07779_,11.56
_08363_,11.56
_08648_,11.56
_02410_,11.54
_03026_,11.54
_03681_,11.54
_04537_,11.54
_05202_,11.54
_06661_,11.54
_02396_,11.52
_03701_,11.52
_07011_,11.52
_07013_,11.52
_08135_,11.52
_03722_,11.51
_03670_,11.5
_04298_,11.5
_05899_,11.5
net923,11.5
net1202,11.5
_01480_,11.48
_02589_,11.48
_04203_,11.48
_05486_,11.48
_06514_,11.48
_07923_,11.48
_08351_,11.48
net977,11.48
net1134,11.48
_00223_,11.46
_05546_,11.46
_05629_,11.46
_05699_,11.46
_05713_,11.46
_06094_,11.46
_06511_,11.46
_06727_,11.46
_07190_,11.46
_07724_,11.46
_05237_,11.45
_03309_,11.44
_05637_,11.44
_07933_,11.44
_02217_,11.42
_02572_,11.42
_03317_,11.42
_03642_,11.42
_04027_,11.42
_04626_,11.42
_05304_,11.42
_05962_,11.42
_06147_,11.42
_06733_,11.42
_06886_,11.42
_07303_,11.42
_07316_,11.42
_07890_,11.42
_05223_,11.415
_02891_,11.4
_02997_,11.38
_05026_,11.38
net964,11.38
net972,11.38
net1233,11.38
_00380_,11.36
_02265_,11.36
_07420_,11.36
_08694_,11.36
net1085,11.36
net1160,11.36
_01839_,11.34
_03294_,11.34
_04937_,11.34
_05068_,11.34
_05219_,11.34
_05356_,11.34
_07141_,11.34
_07622_,11.34
_00003_,11.32
_03218_,11.32
_03440_,11.32
_04026_,11.32
_04565_,11.32
_05216_,11.32
_06132_,11.32
_07843_,11.32
buf_a.mem\[10\]\[2\],11.32
net599,11.32
_01193_,11.3
_02425_,11.3
_05923_,11.3
_06779_,11.3
_07184_,11.3
_08101_,11.3
_08556_,11.3
_08727_,11.3
net1028,11.3
_01484_,11.28
_02332_,11.28
_02808_,11.28
_03424_,11.28
_04800_,11.28
_04814_,11.28
_05125_,11.28
_05836_,11.28
_07066_,11.28
_08173_,11.28
_08734_,11.28
_07641_,11.275
_02758_,11.265
_00309_,11.26
_02369_,11.26
_07795_,11.26
result00[18],11.26
result11[28],11.26
result12[12],11.26
result12[28],11.26
result13[30],11.26
result20[5],11.26
result21[19],11.26
result33[15],11.26
_01693_,11.245
_03343_,11.24
_04615_,11.24
_05105_,11.24
_06098_,11.24
_06202_,11.24
_07709_,11.24
result01[0],11.24
result03[14],11.24
result32[0],11.24
net1237,11.24
_06396_,11.23
_02504_,11.22
_04053_,11.22
_04086_,11.22
_06441_,11.22
_07980_,11.22
_08346_,11.22
_08515_,11.22
result02[1],11.22
result30[9],11.22
s_axis_a_data[4],11.22
_03297_,11.2
_03879_,11.2
_04262_,11.2
_04462_,11.2
_05927_,11.2
_06338_,11.2
_06397_,11.2
_06554_,11.2
_06710_,11.2
_08178_,11.2
_08202_,11.2
_08308_,11.2
buf_a.mem\[2\]\[3\],11.2
net1100,11.2
_02736_,11.18
_03142_,11.18
_03339_,11.18
_03816_,11.18
_04014_,11.18
_04940_,11.18
_05959_,11.18
_05994_,11.18
_06092_,11.18
_06474_,11.18
_05104_,11.16
_05939_,11.16
_06288_,11.16
_06330_,11.16
_08046_,11.16
_03657_,11.15
_06725_,11.15
_04071_,11.14
_05363_,11.14
_08401_,11.135
_06231_,11.13
_02699_,11.12
_02940_,11.12
_05048_,11.12
_05749_,11.12
_06168_,11.12
_06369_,11.12
_06960_,11.12
buf_b.mem\[11\]\[5\],11.12
net938,11.12
_02420_,11.1
_02554_,11.1
_03333_,11.1
_03769_,11.1
_04345_,11.1
_04466_,11.1
_04806_,11.1
_04847_,11.1
_05725_,11.1
_07523_,11.1
_08114_,11.1
_02302_,11.08
_02932_,11.08
_03237_,11.08
_03672_,11.08
_03895_,11.08
_04774_,11.08
_06461_,11.08
_07545_,11.08
_03357_,11.06
_04037_,11.06
_05753_,11.06
_06072_,11.06
_06541_,11.06
_08080_,11.06
_04306_,11.05
_03684_,11.04
_03768_,11.04
_05685_,11.04
_05860_,11.04
net621,11.04
_03618_,11.02
_04135_,11.02
_06409_,11.02
_07717_,11.02
_00673_,11.01
_03925_,11.01
_01525_,11.005
_03501_,11
_03770_,11
_03940_,11
_06567_,11
_07283_,11
_07611_,11
_08123_,11
result00[12],11
result00[16],11
result00[8],11
result11[22],11
result13[15],11
result22[20],11
result32[23],11
_02519_,10.98
_03140_,10.98
_04060_,10.98
_04198_,10.98
_05089_,10.98
_07573_,10.98
_07899_,10.98
_01810_,10.96
_02520_,10.96
_02921_,10.96
_03277_,10.96
_03924_,10.96
_04160_,10.96
_04457_,10.96
_04928_,10.96
_07214_,10.96
_08057_,10.96
_08060_,10.96
_08740_,10.96
net1169,10.96
_02873_,10.94
_03544_,10.94
_04357_,10.94
_03757_,10.92
_05621_,10.92
_07256_,10.92
_07624_,10.92
_08160_,10.92
s_axis_b_data[1],10.91
_03914_,10.9
_05004_,10.9
_06958_,10.9
net772,10.9
net852,10.9
net1178,10.9
net1244,10.9
net1247,10.9
_02721_,10.88
_03540_,10.88
_04682_,10.88
_05179_,10.88
_05390_,10.88
_07531_,10.88
net1103,10.88
_02059_,10.86
_03014_,10.86
_05392_,10.86
_06872_,10.86
_07145_,10.86
_08277_,10.86
net632,10.86
net1280,10.86
_01686_,10.845
_00192_,10.84
_00346_,10.84
_02509_,10.84
_03196_,10.84
_03890_,10.84
_04902_,10.84
_05242_,10.84
_06166_,10.84
_07720_,10.84
buf_b.mem\[2\]\[1\],10.84
_04517_,10.835
_02622_,10.82
_03160_,10.82
_03484_,10.82
_04179_,10.82
_04631_,10.82
_04854_,10.82
_05553_,10.82
_05965_,10.82
_06071_,10.82
_06505_,10.82
_08383_,10.82
net853,10.82
_01243_,10.8
_04575_,10.8
_07010_,10.8
b3_d2\[5\],10.8
result10[8],10.8
result20[11],10.8
result23[15],10.8
result30[29],10.8
net970,10.8
_08166_,10.79
_01607_,10.78
_02266_,10.78
_02326_,10.78
_03913_,10.78
_05802_,10.78
_06295_,10.78
_07713_,10.78
_08138_,10.78
result02[21],10.78
net1177,10.78
_02501_,10.76
_04898_,10.76
_05272_,10.76
_05418_,10.76
_05711_,10.76
_06705_,10.76
result00[3],10.76
result02[12],10.76
result10[3],10.76
result20[18],10.76
result23[11],10.76
result33[10],10.76
_02691_,10.74
_02956_,10.74
_03569_,10.74
_03817_,10.74
_04849_,10.74
_08002_,10.74
net832,10.74
net890,10.74
net930,10.74
net1043,10.74
_01957_,10.72
_04274_,10.72
_04653_,10.72
_05647_,10.72
_06383_,10.72
_06791_,10.72
_06907_,10.72
_07151_,10.72
_07313_,10.72
_08010_,10.72
buf_b.mem\[2\]\[7\],10.72
_01691_,10.705
_00157_,10.7
_07898_,10.7
_08288_,10.7
_08482_,10.7
_07266_,10.695
_08458_,10.695
_07718_,10.68
_07765_,10.68
_07848_,10.68
_02559_,10.675
_06626_,10.67
_01979_,10.66
_02688_,10.66
_03226_,10.66
_04297_,10.66
_04703_,10.66
_06841_,10.66
_07544_,10.66
_08111_,10.66
_08637_,10.66
_02854_,10.64
_02900_,10.64
_02992_,10.64
_03358_,10.64
_03520_,10.64
_04119_,10.64
_05687_,10.64
_05831_,10.64
_07370_,10.64
_08171_,10.64
net910,10.64
net1171,10.64
_05416_,10.635
net620,10.625
_03061_,10.62
_03230_,10.62
_03899_,10.62
_04911_,10.62
_05218_,10.62
_05269_,10.62
_05323_,10.62
_05721_,10.62
_06121_,10.62
_06434_,10.62
_06844_,10.62
state\[1\],10.62
net854,10.62
net965,10.62
_03216_,10.6
_03521_,10.6
_05293_,10.6
_05982_,10.6
net1207,10.6
_01517_,10.585
_02307_,10.58
_05951_,10.58
_06160_,10.58
_06975_,10.58
buf_a.mem\[3\]\[6\],10.58
_02703_,10.57
_03872_,10.56
_04132_,10.56
_04229_,10.56
_06614_,10.56
_06786_,10.56
_07563_,10.56
_03387_,10.54
_04314_,10.54
_04866_,10.54
_07674_,10.54
_02876_,10.52
_05008_,10.52
net1162,10.52
_01688_,10.505
_02655_,10.5
_03596_,10.5
_03927_,10.5
_04423_,10.5
_04523_,10.5
_05296_,10.5
_05618_,10.5
_06137_,10.5
_06770_,10.5
_06905_,10.5
_07620_,10.5
_07658_,10.5
_08683_,10.5
_08478_,10.495
_02887_,10.49
net915,10.475
_06598_,10.47
_00056_,10.46
_03054_,10.46
_04685_,10.46
_05676_,10.46
_05948_,10.46
buf_a.mem\[1\]\[7\],10.46
buf_b.mem\[3\]\[5\],10.46
buf_b.mem\[5\]\[0\],10.46
_05130_,10.45
_03709_,10.44
_04993_,10.44
_05102_,10.44
_06862_,10.44
a3_d1\[5\],10.44
net580,10.44
net1038,10.44
_03632_,10.435
_03857_,10.42
_04090_,10.42
_04999_,10.42
_05577_,10.42
_06173_,10.42
_06563_,10.42
_07340_,10.42
s_axis_a_data[1],10.42
s_axis_b_data[3],10.42
s_axis_b_data[4],10.42
net1067,10.42
_00417_,10.4
_00496_,10.4
_02507_,10.4
_03674_,10.4
_04055_,10.4
_04757_,10.4
_04988_,10.4
_06116_,10.4
_06788_,10.4
_07777_,10.4
_07986_,10.4
net591,10.4
net1238,10.4
_02748_,10.38
_03620_,10.38
_03636_,10.38
_04122_,10.38
_04948_,10.38
_06241_,10.38
_07095_,10.38
_08213_,10.38
_06668_,10.37
_04256_,10.36
_04577_,10.36
_04609_,10.36
_07108_,10.36
_07390_,10.36
net544,10.36
_02228_,10.34
_02330_,10.34
_03173_,10.34
_04092_,10.34
_06989_,10.34
result02[16],10.34
result12[17],10.34
result12[31],10.34
net1286,10.34
_02068_,10.32
_02686_,10.32
_02990_,10.32
_04031_,10.32
_04128_,10.32
_05201_,10.32
_06690_,10.32
_06985_,10.32
_07647_,10.32
_07807_,10.32
_08294_,10.32
result02[17],10.32
result13[27],10.32
_03245_,10.3
_03892_,10.3
_06016_,10.3
_06303_,10.3
net999,10.3
_07320_,10.295
_04243_,10.285
_02775_,10.28
_02831_,10.28
_02920_,10.28
_03040_,10.28
_03125_,10.28
_03158_,10.28
_03610_,10.28
_04522_,10.28
_04768_,10.28
_05334_,10.28
_05894_,10.28
_05910_,10.28
_06417_,10.28
_07738_,10.28
_02737_,10.26
_04137_,10.26
_06112_,10.26
_02874_,10.255
_01696_,10.245
_02262_,10.24
_02499_,10.24
_03537_,10.24
_03832_,10.24
_04176_,10.24
_04927_,10.24
_05738_,10.24
_06834_,10.24
_07326_,10.24
_07581_,10.24
_08615_,10.24
net663,10.24
_05466_,10.22
_08469_,10.22
_08553_,10.22
net1266,10.22
_00361_,10.2
_01790_,10.2
_02584_,10.2
_02912_,10.2
_03437_,10.2
_03617_,10.2
_04232_,10.2
_05372_,10.2
_05657_,10.2
_05866_,10.2
_08333_,10.2
_03736_,10.18
_08297_,10.18
_00809_,10.16
_02624_,10.16
_03311_,10.16
_03751_,10.16
_05177_,10.16
_06039_,10.16
_06373_,10.16
_06508_,10.16
_06525_,10.16
_06609_,10.16
_06657_,10.16
_06742_,10.16
_07206_,10.16
_07367_,10.16
_08304_,10.16
buf_b.mem\[0\]\[2\],10.16
buf_b.mem\[1\]\[1\],10.16
net1174,10.16
_04108_,10.155
_01538_,10.145
_07797_,10.14
_08051_,10.14
_00944_,10.12
_02711_,10.12
_03458_,10.12
_04741_,10.12
_07222_,10.12
_08151_,10.12
buf_a.mem\[3\]\[5\],10.12
_03711_,10.11
_02553_,10.1
_02633_,10.1
_03219_,10.1
_06414_,10.1
net662,10.1
_02951_,10.08
_03284_,10.08
_03631_,10.08
_05400_,10.08
_06090_,10.08
_06149_,10.08
_06331_,10.08
_07128_,10.08
_08034_,10.08
result01[2],10.08
_03482_,10.075
_02457_,10.06
_03367_,10.06
_04061_,10.06
_05184_,10.06
_05674_,10.06
_06472_,10.06
_07630_,10.06
_07643_,10.06
_08082_,10.06
net995,10.06
net1066,10.06
_01711_,10.055
_03991_,10.055
_03356_,10.045
_02783_,10.04
_03479_,10.04
_03506_,10.04
_04583_,10.04
_05534_,10.04
_05617_,10.04
_05941_,10.04
_06179_,10.04
_07053_,10.04
_08015_,10.04
buf_b.mem\[3\]\[1\],10.04
_00260_,10.02
_00502_,10.02
_01379_,10.02
_02760_,10.02
_04165_,10.02
_07661_,10.02
_08736_,10.02
net671,10.02
_02186_,10
_02946_,10
_03232_,10
_04976_,10
_06955_,10
_07577_,10
_08686_,10
net1231,10
_00328_,9.98
_01896_,9.98
_02016_,9.98
_03500_,9.98
_04541_,9.98
_04951_,9.98
_06575_,9.98
net659,9.98
_03598_,9.96
_04255_,9.96
_04494_,9.96
_04683_,9.96
_04883_,9.96
_05314_,9.96
buf_a.mem\[12\]\[2\],9.96
net849,9.96
_02452_,9.95
_01857_,9.94
_04332_,9.94
_05563_,9.94
_06336_,9.94
_07491_,9.94
_07588_,9.94
_07705_,9.94
_07872_,9.94
_08441_,9.94
_08568_,9.94
_08572_,9.94
a3_d2\[6\],9.94
buf_b.mem\[1\]\[2\],9.94
net1056,9.94
_04803_,9.935
_02607_,9.92
_03314_,9.92
_03783_,9.92
_04547_,9.92
_04900_,9.92
_06321_,9.92
_06395_,9.92
_06642_,9.92
_06687_,9.92
_07241_,9.92
_08255_,9.92
_02853_,9.9
_03591_,9.9
_04501_,9.9
_05167_,9.9
_05900_,9.9
_07901_,9.9
_08148_,9.9
_08427_,9.9
_01816_,9.88
_05591_,9.88
_05983_,9.88
_07900_,9.88
result21[17],9.87
_02368_,9.86
_04147_,9.86
_05431_,9.86
_05559_,9.86
_07758_,9.86
_08085_,9.86
b2_d1\[7\],9.86
buf_a.mem\[4\]\[5\],9.86
net986,9.86
net1083,9.86
_07216_,9.845
_02469_,9.84
_04428_,9.84
_04728_,9.84
_05210_,9.84
_05574_,9.84
_05587_,9.84
_06040_,9.84
_08710_,9.84
_03400_,9.835
_01875_,9.82
_02928_,9.82
_03420_,9.82
_03789_,9.82
_04460_,9.82
_04557_,9.82
_04673_,9.82
_04844_,9.82
_05606_,9.82
_06096_,9.82
_06798_,9.82
_06918_,9.82
_07149_,9.82
_07285_,9.82
_07635_,9.82
net825,9.82
net962,9.82
net1027,9.82
net1096,9.82
net1291,9.82
_04248_,9.815
_02094_,9.8
_02098_,9.8
_03641_,9.8
_03836_,9.8
_05675_,9.8
_08097_,9.8
_08162_,9.8
buf_a.mem\[2\]\[1\],9.8
buf_a.mem\[4\]\[4\],9.8
net1179,9.8
net1210,9.8
_08503_,9.785
_02005_,9.78
_04476_,9.78
_05921_,9.78
_06510_,9.78
_07361_,9.78
_07691_,9.78
_04824_,9.76
_06254_,9.76
_06415_,9.76
_06815_,9.76
_06885_,9.76
_08547_,9.76
_03715_,9.75
_08067_,9.75
_01967_,9.74
_02696_,9.74
_04899_,9.74
_05198_,9.74
_05666_,9.74
_06438_,9.74
_07984_,9.74
_08281_,9.74
_04997_,9.73
_02474_,9.725
_03034_,9.72
net1035,9.72
buf_a.mem\[9\]\[2\],9.71
_01989_,9.7
_02720_,9.7
_04082_,9.7
_05196_,9.7
_05605_,9.7
_05705_,9.7
_06274_,9.7
_06723_,9.7
_06965_,9.7
_08619_,9.7
_08654_,9.7
_02959_,9.685
_04231_,9.68
_05233_,9.68
_05420_,9.68
_06260_,9.68
_08685_,9.68
result23[18],9.67
_04496_,9.66
_05776_,9.66
_07314_,9.66
_07356_,9.66
net595,9.66
net1091,9.66
_02653_,9.64
_02820_,9.64
_02882_,9.64
_03291_,9.64
_06031_,9.64
_08113_,9.64
_08580_,9.64
result30[22],9.64
net784,9.64
_00575_,9.62
_00758_,9.62
_02423_,9.62
_03253_,9.62
_04096_,9.62
_04252_,9.62
_05988_,9.62
_06597_,9.62
_06831_,9.62
_07177_,9.62
_07488_,9.62
_06252_,9.615
_02473_,9.6
_02508_,9.6
_02786_,9.6
_04270_,9.6
_05655_,9.6
_08511_,9.6
_02837_,9.58
_03238_,9.58
_03898_,9.58
_04146_,9.58
_05800_,9.58
_07828_,9.58
_07875_,9.58
_08013_,9.58
_08027_,9.58
_07436_,9.56
buf_a.mem\[6\]\[4\],9.56
_07292_,9.555
_02383_,9.54
_04731_,9.54
_06218_,9.54
_06993_,9.54
_07046_,9.54
_07863_,9.54
buf_b.mem\[12\]\[2\],9.54
_04863_,9.53
_08382_,9.52
net822,9.52
net892,9.52
net1149,9.52
_05248_,9.505
_04013_,9.5
_04388_,9.5
_05011_,9.5
_05754_,9.5
_05803_,9.5
_06127_,9.5
_06971_,9.5
_07583_,9.5
_07604_,9.5
_00024_,9.48
_03058_,9.48
_03119_,9.48
_03312_,9.48
_03453_,9.48
_04932_,9.48
_05136_,9.48
_05878_,9.48
_06257_,9.48
_06810_,9.48
_08134_,9.48
_08550_,9.48
_08721_,9.48
net1109,9.48
_00591_,9.47
_02226_,9.46
_03524_,9.46
_05117_,9.46
_05846_,9.46
_06289_,9.46
_08106_,9.46
count\[3\],9.46
_02847_,9.44
_03714_,9.44
_03737_,9.44
_04526_,9.44
_07044_,9.44
_07609_,9.44
result21[14],9.43
_01772_,9.42
_02965_,9.42
_03399_,9.42
_04292_,9.42
_08403_,9.42
_08501_,9.42
_08624_,9.42
result33[24],9.42
net1222,9.42
_00272_,9.4
_01654_,9.4
_02574_,9.4
_02941_,9.4
_04442_,9.4
_05693_,9.4
_08502_,9.4
net862,9.4
_03613_,9.38
_04641_,9.38
_05251_,9.38
_06155_,9.38
_06290_,9.38
_07759_,9.38
_07822_,9.38
_08642_,9.375
_03268_,9.37
_00319_,9.365
_01779_,9.36
_01981_,9.36
_01998_,9.36
_02245_,9.36
_03735_,9.36
_03926_,9.36
_04278_,9.36
_04516_,9.36
_04675_,9.36
_05093_,9.36
_05166_,9.36
_05294_,9.36
_05715_,9.36
_06814_,9.36
_07616_,9.36
_07657_,9.36
_07684_,9.36
_08354_,9.36
b3_d1\[0\],9.36
net1137,9.36
_03429_,9.34
_03910_,9.34
_05787_,9.34
_06746_,9.34
_07000_,9.34
_07366_,9.34
buf_b.mem\[14\]\[1\],9.34
_03053_,9.32
_05231_,9.32
_05382_,9.32
_06870_,9.32
net982,9.32
net1293,9.32
result31[9],9.31
_01566_,9.305
_02605_,9.3
_02773_,9.3
_05078_,9.3
_05316_,9.3
_08183_,9.3
_04666_,9.295
_00140_,9.28
_02065_,9.28
_03685_,9.28
_04498_,9.28
_05285_,9.28
_06377_,9.28
_07675_,9.28
_07723_,9.28
_08463_,9.28
_08507_,9.28
net1136,9.28
net1168,9.28
net1213,9.28
_02541_,9.275
_00131_,9.265
_02954_,9.26
_03328_,9.26
_03415_,9.26
_03428_,9.26
_03734_,9.26
_03804_,9.26
_04628_,9.26
_04918_,9.26
_04921_,9.26
_06014_,9.26
_06774_,9.26
_07262_,9.26
_07362_,9.26
_07862_,9.26
_07990_,9.26
_08335_,9.26
buf_a.mem\[12\]\[1\],9.26
_05387_,9.25
_08715_,9.25
_02181_,9.24
_02562_,9.24
_03796_,9.24
_04234_,9.24
_04604_,9.24
_05695_,9.24
_06133_,9.24
_06216_,9.24
_06589_,9.24
_06813_,9.24
_07810_,9.24
net1267,9.24
_01203_,9.23
_08421_,9.23
net625,9.225
_02026_,9.22
_03712_,9.22
_03792_,9.22
_05953_,9.22
_07489_,9.22
_08155_,9.22
_00596_,9.21
_00964_,9.21
_06359_,9.2
_08362_,9.2
_08729_,9.185
_01970_,9.18
_03425_,9.18
_05009_,9.18
_05412_,9.18
rst,9.18
net985,9.18
_00215_,9.16
_03059_,9.16
_06058_,9.16
_06655_,9.16
_07200_,9.16
_07382_,9.16
_07704_,9.16
_02516_,9.14
_02825_,9.14
_03856_,9.14
_04250_,9.14
_04858_,9.14
_05689_,9.14
_08488_,9.14
buf_b.mem\[13\]\[5\],9.14
net1010,9.14
_04676_,9.13
_07298_,9.125
_03883_,9.12
_04279_,9.12
_05119_,9.12
_06401_,9.12
_06408_,9.12
_06468_,9.12
_06966_,9.12
_07663_,9.12
_00263_,9.1
_06821_,9.1
_00398_,9.08
_02930_,9.08
_02971_,9.08
_04011_,9.08
_06536_,9.08
_06946_,9.08
buf_a.mem\[10\]\[5\],9.08
buf_a.mem\[6\]\[0\],9.08
net931,9.08
net1228,9.08
net1254,9.08
_00216_,9.06
_01987_,9.06
_02212_,9.06
_03108_,9.06
_03996_,9.06
_05622_,9.06
_06002_,9.06
_06353_,9.06
_07196_,9.06
_08220_,9.06
_08506_,9.06
net979,9.06
net1193,9.06
_03081_,9.055
_03003_,9.05
_05930_,9.05
_00519_,9.04
_01929_,9.04
_04853_,9.04
_04923_,9.04
_05322_,9.04
_05773_,9.04
_05892_,9.04
_06020_,9.04
_06769_,9.04
_06912_,9.04
_07164_,9.04
_07237_,9.04
_07615_,9.04
_07633_,9.04
_08039_,9.04
_08249_,9.04
_08377_,9.04
_08518_,9.04
buf_a.mem\[12\]\[0\],9.04
buf_a.mem\[7\]\[6\],9.04
buf_a.mem\[8\]\[3\],9.04
net1012,9.04
_04834_,9.035
_05007_,9.035
_00143_,9.02
_01969_,9.02
_02649_,9.02
_02865_,9.02
_02931_,9.02
_02996_,9.02
_03505_,9.02
_03754_,9.02
_04045_,9.02
_04506_,9.02
_04556_,9.02
_05804_,9.02
_06488_,9.02
_06835_,9.02
_06896_,9.02
_07708_,9.02
_08339_,9.02
_08454_,9.02
_08456_,9.02
b3_d2\[4\],9.02
buf_a.row1\[3\],9.02
buf_b.mem\[1\]\[6\],9.02
net622,9.02
net1014,9.02
_06673_,9.015
_07578_,9.01
_00007_,9
_02989_,9
_03227_,9
_04600_,9
_05143_,9
_05370_,9
_05733_,9
_07279_,9
_07792_,9
_06308_,8.995
_01523_,8.985
_05898_,8.98
_06299_,8.98
net815,8.98
_03398_,8.96
_05379_,8.96
_05533_,8.96
_06627_,8.96
_07639_,8.96
_07961_,8.96
result00[24],8.96
result00[7],8.96
result01[23],8.96
result02[15],8.96
result03[18],8.96
result03[21],8.96
result03[8],8.96
result10[14],8.96
result10[18],8.96
result10[9],8.96
result11[12],8.96
result11[13],8.96
result11[29],8.96
result12[11],8.96
result13[23],8.96
result20[10],8.96
result20[15],8.96
result20[23],8.96
result20[24],8.96
result21[7],8.96
result22[31],8.96
result23[25],8.96
result30[13],8.96
result30[5],8.96
result31[7],8.96
result32[30],8.96
result33[26],8.96
result33[3],8.96
_01356_,8.94
_03195_,8.94
_03514_,8.94
_03616_,8.94
_03822_,8.94
_04393_,8.94
_05019_,8.94
_07460_,8.94
_07463_,8.94
_07768_,8.94
_08270_,8.94
net549,8.94
net908,8.94
net1064,8.94
net1195,8.94
_03998_,8.92
_04110_,8.92
_04178_,8.92
_04217_,8.92
_04919_,8.92
_05023_,8.92
_05168_,8.92
_05429_,8.92
_06387_,8.92
_06549_,8.92
_06559_,8.92
_06583_,8.92
_07030_,8.92
_07516_,8.92
_07757_,8.92
_03055_,8.91
_00014_,8.9
_01962_,8.9
_03207_,8.9
_03263_,8.9
_04150_,8.9
_04593_,8.9
_04829_,8.9
_05324_,8.9
_05380_,8.9
_06799_,8.9
_07449_,8.9
_07949_,8.9
_08115_,8.9
buf_a.mem\[7\]\[1\],8.9
net1030,8.9
net1113,8.9
net1147,8.9
_02682_,8.89
_03845_,8.88
_04018_,8.88
_04755_,8.88
_07155_,8.88
_07789_,8.88
_01707_,8.865
_01990_,8.86
_04407_,8.86
_04504_,8.86
_05665_,8.86
_05782_,8.86
